created_at,amount,count,open,close,low,high,vol
20191120201500,91.985885,1914.000000,8094.200000,8074.950000,8074.920000,8097.180000,744148.877590
20191120203000,587.585728,3450.000000,8074.930000,8078.690000,8062.230000,8092.680000,4747442.348840
20191120204500,167.789638,2045.000000,8078.660000,8080.540000,8070.180000,8091.350000,1355677.163910
20191120210000,137.179218,2259.000000,8080.480000,8088.000000,8067.600000,8093.450000,1108377.994760
20191120211500,71.926334,1541.000000,8087.800000,8080.010000,8075.410000,8090.610000,581442.496880
20191120213000,76.403434,1701.000000,8080.010000,8087.100000,8080.000000,8090.630000,617801.862367
20191120214500,213.885442,1830.000000,8087.100000,8087.000000,8079.960000,8090.040000,1729352.384950
20191120220000,130.063972,1918.000000,8087.100000,8099.080000,8086.310000,8099.080000,1052871.946450
20191120221500,340.083463,3283.000000,8099.080000,8103.060000,8098.030000,8119.090000,2757268.006160
20191120223000,178.307607,1883.000000,8103.070000,8114.900000,8100.590000,8115.800000,1445617.004550
20191120224500,965.261090,5609.000000,8114.900000,8148.950000,8108.940000,8156.000000,7858611.480930
20191120230000,493.945489,4071.000000,8149.000000,8130.010000,8118.360000,8155.980000,4021015.432430
20191120231500,252.980659,2888.000000,8130.310000,8111.640000,8110.000000,8134.560000,2054830.395640
20191120233000,421.067953,3183.000000,8110.690000,8115.590000,8100.000000,8122.000000,3415169.787620
20191120234500,266.840508,1952.000000,8114.800000,8126.410000,8108.670000,8127.990000,2166652.190390
20191121000000,304.374793,3153.000000,8126.380000,8121.570000,8115.020000,8143.880000,2474398.029050
20191121001500,108.045299,2045.000000,8121.570000,8124.720000,8114.400000,8132.360000,877468.199840
20191121003000,159.183886,2006.000000,8124.810000,8122.310000,8118.180000,8139.330000,1293874.639740
20191121004500,58.533745,1229.000000,8122.300000,8122.510000,8115.660000,8124.480000,475369.437728
20191121010000,71.316789,1085.000000,8122.460000,8129.840000,8122.460000,8134.890000,579792.881838
20191121011500,75.700470,1234.000000,8129.630000,8137.550000,8128.680000,8140.000000,615917.880572
20191121013000,220.207701,1772.000000,8137.510000,8147.120000,8132.440000,8150.000000,1792938.690650
20191121014500,87.457941,1602.000000,8147.570000,8146.830000,8138.110000,8150.000000,712252.258370
20191121020000,1287.989391,7685.000000,8146.840000,8183.050000,8146.710000,8235.520000,10551722.675900
20191121021500,231.844367,2531.000000,8182.410000,8170.680000,8166.580000,8191.680000,1895842.218960
20191121023000,713.521019,4806.000000,8170.750000,8107.360000,8098.710000,8170.760000,5798645.989550
20191121024500,315.337373,2510.000000,8107.680000,8103.090000,8088.000000,8115.190000,2554819.257490
20191121030000,146.848433,1727.000000,8102.940000,8098.210000,8092.170000,8111.040000,1189439.533900
